12:06:23.391: Clue SIZE: A MOLE OF
12:06:23.391: Clue VICTIM: QUARKS
12:06:42.605: Message received: teamsix,password,1,AMDLEOF
12:06:42.606: Awarded: 0 pts
12:06:42.755: Message received: teamsix,password,1,AMDLEOF
12:06:42.756: Awarded: 0 pts
12:06:42.908: Message received: teamsix,password,1,AMDLEOF
12:06:42.909: Awarded: 0 pts
12:06:43.064: Message received: teamsix,password,1,AMDLEOF
12:06:43.065: Awarded: 0 pts
12:06:43.218: Message received: teamsix,password,1,AMDLEOF
12:06:43.219: Awarded: 0 pts
12:06:43.386: Message received: teamsix,password,1,AMDLEOF
12:06:43.388: Awarded: 0 pts
12:06:43.537: Message received: teamsix,password,1,AMDLEOF
12:06:43.538: Awarded: 0 pts
12:06:43.680: Message received: teamsix,password,1,AMDLEOF
12:06:43.682: Awarded: 0 pts
12:06:43.825: Message received: teamsix,password,1,AMDLEOF
12:06:43.826: Awarded: 0 pts
12:06:43.974: Message received: teamsix,password,1,AMDLEOF
12:06:43.976: Awarded: 0 pts
12:06:44.133: Message received: teamsix,password,1,AMDLEOF
12:06:44.134: Awarded: 0 pts
12:06:44.292: Message received: teamsix,password,1,AMDLEOF
12:06:44.293: Awarded: 0 pts
12:06:44.502: Message received: teamsix,password,1,AMDLEOF
12:06:44.502: Awarded: 0 pts
12:06:44.647: Message received: teamsix,password,1,AMDLEOF
12:06:44.648: Awarded: 0 pts
12:06:44.792: Message received: teamsix,password,1,AMDLEOF
12:06:44.794: Awarded: 0 pts
12:06:44.933: Message received: teamsix,password,1,AMDLEOF
12:06:44.935: Awarded: 0 pts
12:06:45.068: Message received: teamsix,password,1,AMDLEOF
12:06:45.068: Awarded: 0 pts
12:06:45.210: Message received: teamsix,password,1,AMDLEOF
12:06:45.211: Awarded: 0 pts
12:06:45.365: Message received: teamsix,password,1,AMDLEOF
12:06:45.365: Awarded: 0 pts
12:06:45.529: Message received: teamsix,password,1,AMDLEOF
12:06:45.530: Awarded: 0 pts
12:06:45.668: Message received: teamsix,password,1,AMDLEOF
12:06:45.669: Awarded: 0 pts
12:06:45.827: Message received: teamsix,password,1,AMDLEOF
12:06:45.828: Awarded: 0 pts
12:06:45.980: Message received: teamsix,password,1,AMDLEOF
12:06:45.981: Awarded: 0 pts
12:06:46.136: Message received: teamsix,password,1,AMDLEOF
12:06:46.137: Awarded: 0 pts
12:06:46.299: Message received: teamsix,password,1,AMDLEOF
12:06:46.300: Awarded: 0 pts
12:06:46.462: Message received: teamsix,password,1,AMDLEOF
12:06:46.465: Awarded: 0 pts
12:06:46.614: Message received: teamsix,password,1,AMDLEOF
12:06:46.615: Awarded: 0 pts
12:06:46.757: Message received: teamsix,password,1,AMDLEOF
12:06:46.757: Awarded: 0 pts
12:06:46.892: Message received: teamsix,password,1,AMDLEOF
12:06:46.894: Awarded: 0 pts
12:06:47.037: Message received: teamsix,password,1,AMDLEOF
12:06:47.038: Awarded: 0 pts
12:06:47.188: Message received: teamsix,password,1,AMDLEOF
12:06:47.189: Awarded: 0 pts
12:06:47.349: Message received: teamsix,password,1,AMDLEOF
12:06:47.349: Awarded: 0 pts
12:06:47.492: Message received: teamsix,password,1,AMDLEOF
12:06:47.493: Awarded: 0 pts
12:06:47.624: Message received: teamsix,password,1,AMDLEOF
12:06:47.624: Awarded: 0 pts
12:06:47.776: Message received: teamsix,password,1,AMDLEOF
12:06:47.778: Awarded: 0 pts
12:06:47.925: Message received: teamsix,password,1,AMDLEOF
12:06:47.926: Awarded: 0 pts
12:06:48.072: Message received: teamsix,password,1,AMDLEOF
12:06:48.073: Awarded: 0 pts
12:06:48.201: Message received: teamsix,password,1,AMDLEOF
12:06:48.202: Awarded: 0 pts
12:06:48.346: Message received: teamsix,password,1,AMDLEOF
12:06:48.346: Awarded: 0 pts
12:06:48.488: Message received: teamsix,password,1,AMDLEOF
12:06:48.488: Awarded: 0 pts
12:06:48.629: Message received: teamsix,password,1,AMDLEOF
12:06:48.630: Awarded: 0 pts
12:06:48.772: Message received: teamsix,password,1,AMDLEOF
12:06:48.773: Awarded: 0 pts
12:06:48.917: Message received: teamsix,password,1,AMDLEOF
12:06:48.918: Awarded: 0 pts
12:06:49.077: Message received: teamsix,password,1,AMDLEOF
12:06:49.078: Awarded: 0 pts
12:06:49.224: Message received: teamsix,password,1,AMDLEOF
12:06:49.225: Awarded: 0 pts
12:06:49.376: Message received: teamsix,password,1,AMDLEOF
12:06:49.377: Awarded: 0 pts
12:06:49.514: Message received: teamsix,password,1,AMDLEOF
12:06:49.515: Awarded: 0 pts
12:06:49.666: Message received: teamsix,password,1,AMDLEOF
12:06:49.668: Awarded: 0 pts
12:06:49.810: Message received: teamsix,password,1,AMDLEOF
12:06:49.811: Awarded: 0 pts
12:06:49.944: Message received: teamsix,password,1,AMDLEOF
12:06:49.945: Awarded: 0 pts
12:06:50.100: Message received: teamsix,password,1,AMDLEOF
12:06:50.101: Awarded: 0 pts
12:06:50.258: Message received: teamsix,password,1,AMDLEOF
12:06:50.258: Awarded: 0 pts
12:06:50.391: Message received: teamsix,password,1,AMDLEOF
12:06:50.392: Awarded: 0 pts
12:06:50.546: Message received: teamsix,password,1,AMDLEOF
12:06:50.546: Awarded: 0 pts
12:06:50.694: Message received: teamsix,password,1,AMDLEOF
12:06:50.695: Awarded: 0 pts
12:06:50.845: Message received: teamsix,password,1,AMDLEOF
12:06:50.846: Awarded: 0 pts
12:06:50.992: Message received: teamsix,password,1,AMDLEOF
12:06:50.993: Awarded: 0 pts
12:06:51.141: Message received: teamsix,password,1,AMDLEOF
12:06:51.142: Awarded: 0 pts
12:06:51.289: Message received: teamsix,password,1,AMDLEOF
12:06:51.289: Awarded: 0 pts
12:06:51.438: Message received: teamsix,password,1,AMDLEOF
12:06:51.440: Awarded: 0 pts
12:06:51.580: Message received: teamsix,password,1,AMDLEOF
12:06:51.582: Awarded: 0 pts
12:06:51.740: Message received: teamsix,password,1,AMDLEOF
12:06:51.741: Awarded: 0 pts
12:06:51.905: Message received: teamsix,password,1,AMDLEOF
12:06:51.906: Awarded: 0 pts
12:06:52.055: Message received: teamsix,password,1,AMDLEOF
12:06:52.056: Awarded: 0 pts
12:06:52.193: Message received: teamsix,password,1,AMDLEOF
12:06:52.194: Awarded: 0 pts
12:06:52.346: Message received: teamsix,password,1,AMDLEOF
12:06:52.347: Awarded: 0 pts
12:06:52.479: Message received: teamsix,password,1,AMDLEOF
12:06:52.482: Awarded: 0 pts
12:06:52.620: Message received: teamsix,password,1,AMDLEOF
12:06:52.620: Awarded: 0 pts
12:06:52.786: Message received: teamsix,password,1,AMDLEOF
12:06:52.787: Awarded: 0 pts
12:06:52.931: Message received: teamsix,password,1,AMDLEOF
12:06:52.932: Awarded: 0 pts
12:06:53.079: Message received: teamsix,password,1,AMDLEOF
12:06:53.081: Awarded: 0 pts
12:06:53.224: Message received: teamsix,password,1,AMDLEOF
12:06:53.225: Awarded: 0 pts
12:06:53.369: Message received: teamsix,password,1,AMDLEOF
12:06:53.370: Awarded: 0 pts
12:06:53.534: Message received: teamsix,password,1,AMDLEOF
12:06:53.535: Awarded: 0 pts
12:06:53.641: Message received: teamsix,password,1,AMDLEOF
12:06:53.642: Awarded: 0 pts
12:06:53.724: Message received: teamsix,password,1,AMDLEOF
12:06:53.725: Awarded: 0 pts
12:06:53.878: Message received: teamsix,password,1,AMDLEOF
12:06:53.879: Awarded: 0 pts
12:06:54.024: Message received: teamsix,password,1,AMDLEOF
12:06:54.025: Awarded: 0 pts
12:06:54.166: Message received: teamsix,password,1,AMDLEOF
12:06:54.167: Awarded: 0 pts
12:06:54.322: Message received: teamsix,password,1,AMDLEOF
12:06:54.323: Awarded: 0 pts
12:06:54.427: Message received: teamsix,password,1,AMDLEOF
12:06:54.428: Awarded: 0 pts
12:06:54.574: Message received: teamsix,password,1,AMDLEOF
12:06:54.575: Awarded: 0 pts
12:06:54.724: Message received: teamsix,password,1,AMDLEOF
12:06:54.725: Awarded: 0 pts
12:06:54.864: Message received: teamsix,password,1,AMDLEOF
12:06:54.865: Awarded: 0 pts
12:06:55.009: Message received: teamsix,password,1,AMDLEOF
12:06:55.010: Awarded: 0 pts
12:06:55.128: Message received: teamsix,password,1,AMDLEOF
12:06:55.129: Awarded: 0 pts
12:06:55.277: Message received: teamsix,password,1,AMDLEOF
12:06:55.278: Awarded: 0 pts
12:06:55.421: Message received: teamsix,password,1,AMDLEOF
12:06:55.422: Awarded: 0 pts
12:06:55.576: Message received: teamsix,password,1,AMDLEOF
12:06:55.577: Awarded: 0 pts
12:06:55.733: Message received: teamsix,password,1,AMDLEOF
12:06:55.734: Awarded: 0 pts
12:06:55.885: Message received: teamsix,password,1,AMDLEOF
12:06:55.886: Awarded: 0 pts
12:06:56.029: Message received: teamsix,password,1,AMDLEOF
12:06:56.030: Awarded: 0 pts
12:06:56.170: Message received: teamsix,password,1,AMDLEOF
12:06:56.172: Awarded: 0 pts
12:06:56.311: Message received: teamsix,password,1,AMDLEOF
12:06:56.311: Awarded: 0 pts
12:06:56.464: Message received: teamsix,password,1,AMDLEOF
12:06:56.465: Awarded: 0 pts
12:06:56.619: Message received: teamsix,password,1,AMDLEOF
12:06:56.620: Awarded: 0 pts
12:06:56.766: Message received: teamsix,password,1,AMDLEOF
12:06:56.766: Awarded: 0 pts
12:06:56.912: Message received: teamsix,password,1,AMDLEOF
12:06:56.915: Awarded: 0 pts
12:06:57.053: Message received: teamsix,password,1,AMDLEOF
12:06:57.055: Awarded: 0 pts
12:06:57.180: Message received: teamsix,password,1,AMDLEOF
12:06:57.181: Awarded: 0 pts
12:06:57.324: Message received: teamsix,password,1,AMDLEOF
12:06:57.325: Awarded: 0 pts
12:06:57.467: Message received: teamsix,password,1,AMDLEOF
12:06:57.468: Awarded: 0 pts
12:06:57.614: Message received: teamsix,password,1,AMDLEOF
12:06:57.615: Awarded: 0 pts
12:06:57.752: Message received: teamsix,password,1,AMDLEOF
12:06:57.754: Awarded: 0 pts
12:06:57.892: Message received: teamsix,password,1,AMDLEOF
12:06:57.895: Awarded: 0 pts
12:06:58.026: Message received: teamsix,password,1,AMDLEOF
12:06:58.027: Awarded: 0 pts
12:06:58.173: Message received: teamsix,password,1,AMDLEOF
12:06:58.174: Awarded: 0 pts
12:06:58.320: Message received: teamsix,password,1,AMDLEOF
12:06:58.321: Awarded: 0 pts
12:06:58.491: Message received: teamsix,password,1,AMDLEOF
12:06:58.494: Awarded: 0 pts
12:06:58.658: Message received: teamsix,password,1,AMDLEOF
12:06:58.659: Awarded: 0 pts
12:06:58.814: Message received: teamsix,password,1,AMDLEOF
12:06:58.814: Awarded: 0 pts
12:06:58.974: Message received: teamsix,password,1,AMDLEOF
12:06:58.975: Awarded: 0 pts
12:06:59.119: Message received: teamsix,password,1,AMDLEOF
12:06:59.120: Awarded: 0 pts
12:06:59.276: Message received: teamsix,password,1,AMDLEOF
12:06:59.276: Awarded: 0 pts
12:06:59.415: Message received: teamsix,password,1,AMDLEOF
12:06:59.417: Awarded: 0 pts
12:06:59.567: Message received: teamsix,password,1,AMDLEOF
12:06:59.568: Awarded: 0 pts
12:06:59.741: Message received: teamsix,password,1,AMDLEOF
12:06:59.742: Awarded: 0 pts
12:06:59.935: Message received: teamsix,password,1,AMDLEOF
12:06:59.936: Awarded: 0 pts
12:07:00.123: Message received: teamsix,password,1,AMDLEOF
12:07:00.124: Awarded: 0 pts
12:07:00.289: Message received: teamsix,password,1,AMDLEOF
12:07:00.290: Awarded: 0 pts
12:07:00.435: Message received: teamsix,password,1,AMDLEOF
12:07:00.438: Awarded: 0 pts
12:07:00.584: Message received: teamsix,password,1,AMDLEOF
12:07:00.585: Awarded: 0 pts
12:07:00.733: Message received: teamsix,password,1,AMDLEOF
12:07:00.734: Awarded: 0 pts
12:07:00.873: Message received: teamsix,password,1,AMDLEOF
12:07:00.875: Awarded: 0 pts
12:07:01.022: Message received: teamsix,password,1,AMDLEOF
12:07:01.023: Awarded: 0 pts
12:07:01.163: Message received: teamsix,password,1,AMDLEOF
12:07:01.164: Awarded: 0 pts
12:07:01.306: Message received: teamsix,password,1,AMDLEOF
12:07:01.307: Awarded: 0 pts
12:07:01.448: Message received: teamsix,password,1,AMDLEOF
12:07:01.449: Awarded: 0 pts
12:07:01.596: Message received: teamsix,password,1,AMDLEOF
12:07:01.597: Awarded: 0 pts
12:07:01.744: Message received: teamsix,password,1,AMDLEOF
12:07:01.745: Awarded: 0 pts
12:07:01.891: Message received: teamsix,password,1,AMDLEOF
12:07:01.894: Awarded: 0 pts
12:07:02.042: Message received: teamsix,password,1,AMDLEOF
12:07:02.043: Awarded: 0 pts
12:07:02.177: Message received: teamsix,password,1,AMDLEOF
12:07:02.178: Awarded: 0 pts
12:07:02.332: Message received: teamsix,password,1,AMDLEOF
12:07:02.333: Awarded: 0 pts
12:07:02.478: Message received: teamsix,password,1,AMDLEOF
12:07:02.479: Awarded: 0 pts
12:07:02.635: Message received: teamsix,password,1,AMDLEOF
12:07:02.636: Awarded: 0 pts
12:07:02.780: Message received: teamsix,password,1,AMDLEOF
12:07:02.781: Awarded: 0 pts
12:07:02.927: Message received: teamsix,password,1,AMDLEOF
12:07:02.928: Awarded: 0 pts
12:07:03.070: Message received: teamsix,password,1,AMDLEOF
12:07:03.071: Awarded: 0 pts
12:07:03.210: Message received: teamsix,password,1,AMDLEOF
12:07:03.210: Awarded: 0 pts
12:07:03.356: Message received: teamsix,password,1,AMDLEOF
12:07:03.357: Awarded: 0 pts
12:07:03.504: Message received: teamsix,password,1,AMDLEOF
12:07:03.505: Awarded: 0 pts
12:07:03.652: Message received: teamsix,password,1,AMDLEOF
12:07:03.654: Awarded: 0 pts
12:07:03.805: Message received: teamsix,password,1,AMDLEOF
12:07:03.806: Awarded: 0 pts
12:07:03.943: Message received: teamsix,password,1,AMDLEOF
12:07:03.945: Awarded: 0 pts
12:07:04.098: Message received: teamsix,password,1,AMDLEOF
12:07:04.099: Awarded: 0 pts
12:07:04.240: Message received: teamsix,password,1,AMDLEOF
12:07:04.241: Awarded: 0 pts
12:07:04.371: Message received: teamsix,password,1,AMDLEOF
12:07:04.372: Awarded: 0 pts
12:07:04.525: Message received: teamsix,password,1,AMDLEOF
12:07:04.526: Awarded: 0 pts
12:07:04.659: Message received: teamsix,password,1,AMDLEOF
12:07:04.660: Awarded: 0 pts
12:07:04.803: Message received: teamsix,password,1,AMDLEOF
12:07:04.805: Awarded: 0 pts
12:07:04.944: Message received: teamsix,password,1,AMDLEOF
12:07:04.945: Awarded: 0 pts
12:07:05.081: Message received: teamsix,password,1,AMDLEOF
12:07:05.081: Awarded: 0 pts
12:07:05.226: Message received: teamsix,password,1,AMDLEOF
12:07:05.227: Awarded: 0 pts
12:07:05.362: Message received: teamsix,password,1,AMDLEOF
12:07:05.363: Awarded: 0 pts
12:07:05.498: Message received: teamsix,password,1,AMDLEOF
12:07:05.499: Awarded: 0 pts
12:07:05.633: Message received: teamsix,password,1,AMDLEOF
12:07:05.634: Awarded: 0 pts
12:07:05.772: Message received: teamsix,password,1,AMDLEOF
12:07:05.773: Awarded: 0 pts
12:07:05.916: Message received: teamsix,password,1,AMDLEOF
12:07:05.918: Awarded: 0 pts
12:07:06.051: Message received: teamsix,password,1,AMDLEOF
12:07:06.052: Awarded: 0 pts
12:07:06.207: Message received: teamsix,password,1,AMDLEOF
12:07:06.208: Awarded: 0 pts
12:07:06.356: Message received: teamsix,password,1,AMDLEOF
12:07:06.359: Awarded: 0 pts
12:07:06.508: Message received: teamsix,password,1,AMDLEOF
12:07:06.509: Awarded: 0 pts
12:07:06.655: Message received: teamsix,password,1,AMDLEOF
12:07:06.656: Awarded: 0 pts
12:07:06.830: Message received: teamsix,password,1,AMDLEOF
12:07:06.831: Awarded: 0 pts
12:07:06.980: Message received: teamsix,password,1,AMDLEOF
12:07:06.982: Awarded: 0 pts
12:07:07.081: Message received: teamsix,password,1,AMDLEOF
12:07:07.082: Awarded: 0 pts
12:07:07.167: Message received: teamsix,password,1,AMDLEOF
12:07:07.168: Awarded: 0 pts
12:07:07.329: Message received: teamsix,password,1,AMDLEOF
12:07:07.330: Awarded: 0 pts
12:07:07.490: Message received: teamsix,password,1,AMDLEOF
12:07:07.491: Awarded: 0 pts
12:07:07.652: Message received: teamsix,password,1,AMDLEOF
12:07:07.654: Awarded: 0 pts
12:07:07.796: Message received: teamsix,password,1,AMDLEOF
12:07:07.799: Awarded: 0 pts
12:07:07.937: Message received: teamsix,password,1,AMDLEOF
12:07:07.938: Awarded: 0 pts
12:07:08.092: Message received: teamsix,password,1,AMDLEOF
12:07:08.093: Awarded: 0 pts
12:07:08.241: Message received: teamsix,password,1,AMDLEOF
12:07:08.242: Awarded: 0 pts
12:07:08.408: Message received: teamsix,password,1,AMDLEOF
12:07:08.409: Awarded: 0 pts
12:07:08.558: Message received: teamsix,password,1,AMDLEOF
12:07:08.559: Awarded: 0 pts
12:07:08.714: Message received: teamsix,password,1,AMDLEOF
12:07:08.715: Awarded: 0 pts
12:07:08.857: Message received: teamsix,password,1,AMDLEOF
12:07:08.858: Awarded: 0 pts
12:07:09.004: Message received: teamsix,password,1,AMDLEOF
12:07:09.005: Awarded: 0 pts
12:07:09.163: Message received: teamsix,password,1,AMDLEOF
12:07:09.164: Awarded: 0 pts
12:07:09.312: Message received: teamsix,password,1,AMDLEOF
12:07:09.313: Awarded: 0 pts
12:07:09.466: Message received: teamsix,password,1,AMDLEOF
12:07:09.468: Awarded: 0 pts
12:07:09.612: Message received: teamsix,password,1,AMDLEOF
12:07:09.613: Awarded: 0 pts
12:07:09.772: Message received: teamsix,password,1,AMDLEOF
12:07:09.773: Awarded: 0 pts
12:07:09.913: Message received: teamsix,password,1,AMDLEOF
12:07:09.914: Awarded: 0 pts
12:07:10.036: Message received: teamsix,password,1,AMDLEOF
12:07:10.037: Awarded: 0 pts
12:07:10.177: Message received: teamsix,password,1,AMDLEOF
12:07:10.178: Awarded: 0 pts
12:07:10.329: Message received: teamsix,password,1,AMDLEOF
12:07:10.331: Awarded: 0 pts
12:07:10.457: Message received: teamsix,password,1,AMDLEOF
12:07:10.458: Awarded: 0 pts
12:07:10.597: Message received: teamsix,password,1,AMDLEOF
12:07:10.597: Awarded: 0 pts
12:07:10.737: Message received: teamsix,password,1,AMDLEOF
12:07:10.737: Awarded: 0 pts
12:07:10.874: Message received: teamsix,password,1,AMDLEOF
12:07:10.876: Awarded: 0 pts
12:07:11.014: Message received: teamsix,password,1,AMDLEOF
12:07:11.015: Awarded: 0 pts
12:07:11.161: Message received: teamsix,password,1,AMDLEOF
12:07:11.162: Awarded: 0 pts
12:07:11.295: Message received: teamsix,password,1,AMDLEOF
12:07:11.296: Awarded: 0 pts
12:07:11.437: Message received: teamsix,password,1,AMDLEOF
12:07:11.438: Awarded: 0 pts
12:07:11.598: Message received: teamsix,password,1,AMDLEOF
12:07:11.599: Awarded: 0 pts
12:07:11.726: Message received: teamsix,password,1,AMDLEOF
12:07:11.727: Awarded: 0 pts
12:07:11.865: Message received: teamsix,password,1,AMDLEOF
12:07:11.866: Awarded: 0 pts
12:07:12.014: Message received: teamsix,password,1,AMDLEOF
12:07:12.016: Awarded: 0 pts
12:07:12.163: Message received: teamsix,password,1,AMDLEOF
12:07:12.164: Awarded: 0 pts
12:07:12.311: Message received: teamsix,password,1,AMDLEOF
12:07:12.312: Awarded: 0 pts
12:07:12.458: Message received: teamsix,password,1,AMDLEOF
12:07:12.459: Awarded: 0 pts
12:07:12.595: Message received: teamsix,password,1,AMDLEOF
12:07:12.598: Awarded: 0 pts
12:07:12.748: Message received: teamsix,password,1,AMDLEOF
12:07:12.749: Awarded: 0 pts
12:07:12.896: Message received: teamsix,password,1,AMDLEOF
12:07:12.897: Awarded: 0 pts
12:07:13.050: Message received: teamsix,password,1,AMDLEOF
12:07:13.052: Awarded: 0 pts
12:07:13.191: Message received: teamsix,password,1,AMDLEOF
12:07:13.193: Awarded: 0 pts
12:07:13.335: Message received: teamsix,password,1,AMDLEOF
12:07:13.338: Awarded: 0 pts
12:07:13.474: Message received: teamsix,password,1,AMDLEOF
12:07:13.476: Awarded: 0 pts
12:07:13.622: Message received: teamsix,password,1,AMDLEOF
12:07:13.625: Awarded: 0 pts
12:07:13.776: Message received: teamsix,password,1,AMDLEOF
12:07:13.777: Awarded: 0 pts
12:07:13.936: Message received: teamsix,password,1,AMDLEOF
12:07:13.938: Awarded: 0 pts
12:07:14.096: Message received: teamsix,password,1,AMDLEOF
12:07:14.097: Awarded: 0 pts
12:07:14.258: Message received: teamsix,password,1,AMDLEOF
12:07:14.259: Awarded: 0 pts
12:07:14.418: Message received: teamsix,password,1,AMDLEOF
12:07:14.420: Awarded: 0 pts
12:07:14.578: Message received: teamsix,password,1,AMDLEOF
12:07:14.579: Awarded: 0 pts
12:07:14.772: Message received: teamsix,password,1,AMDLEOF
12:07:14.773: Awarded: 0 pts
12:07:14.914: Message received: teamsix,password,1,AMDLEOF
12:07:14.915: Awarded: 0 pts
12:07:15.063: Message received: teamsix,password,1,AMDLEOF
12:07:15.064: Awarded: 0 pts
12:07:15.216: Message received: teamsix,password,1,AMDLEOF
12:07:15.218: Awarded: 0 pts
12:07:15.361: Message received: teamsix,password,1,AMDLEOF
12:07:15.363: Awarded: 0 pts
12:07:15.508: Message received: teamsix,password,1,AMDLEOF
12:07:15.509: Awarded: 0 pts
12:07:15.643: Message received: teamsix,password,1,AMDLEOF
12:07:15.644: Awarded: 0 pts
12:07:15.793: Message received: teamsix,password,1,AMDLEOF
12:07:15.796: Awarded: 0 pts
12:07:15.944: Message received: teamsix,password,1,AMDLEOF
12:07:15.945: Awarded: 0 pts
12:07:16.095: Message received: teamsix,password,1,AMDLEOF
12:07:16.096: Awarded: 0 pts
12:07:16.207: Message received: teamsix,password,1,AMDLEOF
12:07:16.209: Awarded: 0 pts
12:07:16.353: Message received: teamsix,password,1,AMDLEOF
12:07:16.354: Awarded: 0 pts
12:07:16.498: Message received: teamsix,password,1,AMDLEOF
12:07:16.501: Awarded: 0 pts
12:07:16.646: Message received: teamsix,password,1,AMDLEOF
12:07:16.649: Awarded: 0 pts
12:07:16.788: Message received: teamsix,password,1,AMDLEOF
12:07:16.791: Awarded: 0 pts
12:07:16.931: Message received: teamsix,password,1,AMDLEOF
12:07:16.934: Awarded: 0 pts
12:07:17.082: Message received: teamsix,password,1,AMDLEOF
12:07:17.083: Awarded: 0 pts
12:07:17.218: Message received: teamsix,password,1,AMDLEOF
12:07:17.222: Awarded: 0 pts
12:07:17.367: Message received: teamsix,password,1,AMDLEOF
12:07:17.369: Awarded: 0 pts
12:07:17.515: Message received: teamsix,password,1,AMDLEOF
12:07:17.517: Awarded: 0 pts
12:07:17.646: Message received: teamsix,password,1,AMDLEOF
12:07:17.648: Awarded: 0 pts
12:07:17.786: Message received: teamsix,password,1,AMDLEOF
12:07:17.787: Awarded: 0 pts
12:07:17.924: Message received: teamsix,password,1,AMDLEOF
12:07:17.926: Awarded: 0 pts
12:07:18.067: Message received: teamsix,password,1,AMDLEOF
12:07:18.070: Awarded: 0 pts
12:07:18.218: Message received: teamsix,password,1,AMDLEOF
12:07:18.220: Awarded: 0 pts
12:07:18.348: Message received: teamsix,password,1,AMDLEOF
12:07:18.350: Awarded: 0 pts
12:07:18.491: Message received: teamsix,password,1,AMDLEOF
12:07:18.492: Awarded: 0 pts
12:07:18.638: Message received: teamsix,password,1,AMDLEOF
12:07:18.639: Awarded: 0 pts
12:07:18.780: Message received: teamsix,password,1,AMDLEOF
12:07:18.782: Awarded: 0 pts
12:07:18.928: Message received: teamsix,password,1,AMDLEOF
12:07:18.929: Awarded: 0 pts
12:07:19.070: Message received: teamsix,password,1,AMDLEOF
12:07:19.072: Awarded: 0 pts
12:07:19.215: Message received: teamsix,password,1,AMDLEOF
12:07:19.216: Awarded: 0 pts
12:07:19.354: Message received: teamsix,password,1,AMDLEOF
12:07:19.355: Awarded: 0 pts
12:07:19.496: Message received: teamsix,password,1,AMDLEOF
12:07:19.497: Awarded: 0 pts
12:07:19.638: Message received: teamsix,password,1,AMDLEOF
12:07:19.639: Awarded: 0 pts
